Mesh,Class,Area,Volume,Compactness,Diameter,Sphericity,Eccentricity,Rectangularity,Convex Hull area,Convex Hull volume,Convex Hull V/S ratio,Hull Facets num,Convex Hull compactness,a3_bin1,a3_bin2,a3_bin3,a3_bin4,a3_bin5,a3_bin6,a3_bin7,a3_bin8,a3_bin9,a3_bin10,d1_bin1,d1_bin2,d1_bin3,d1_bin4,d1_bin5,d1_bin6,d1_bin7,d1_bin8,d1_bin9,d1_bin10,d2_bin1,d2_bin2,d2_bin3,d2_bin4,d2_bin5,d2_bin6,d2_bin7,d2_bin8,d2_bin9,d2_bin10,d3_bin1,d3_bin2,d3_bin3,d3_bin4,d3_bin5,d3_bin6,d3_bin7,d3_bin8,d3_bin9,d3_bin10,d4_bin1,d4_bin2,d4_bin3,d4_bin4,d4_bin5,d4_bin6,d4_bin7,d4_bin8,d4_bin9,d4_bin10
241.off,Bird,-0.9770361050117956,-0.6072447526581785,-0.32586432004066845,-0.8005079102852669,-0.3505434734236039,0.3571723262215279,-0.8115168454139837,-1.1227659704686357,-1.0583342987039634,-1.5192067377138057,-0.3827956948288727,2.0343802964980324,0.21049,0.19067333333333333,0.14790999999999999,0.11379666666666667,0.08503,0.06342333333333333,0.05876333333333333,0.056639999999999996,0.048786666666666666,0.02448666666666667,0.09527333333333332,0.40818666666666653,0.2516866666666667,0.13688333333333333,0.10400000000000001,0.0039700000000000004,0.0,0.0,0.0,0.0,0.16929666666666668,0.29954000000000003,0.2692466666666667,0.18437,0.059473333333333336,0.013080000000000001,0.004933333333333333,5.9999999999999995e-05,0.0,0.0,0.18712666666666666,0.45899999999999996,0.2359,0.09086,0.024376666666666668,0.002736666666666667,0.0,0.0,0.0,0.0,0.43628,0.52086,0.04286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242.off,Bird,-0.4460165796480257,-0.4340540956370293,-0.2438725190753395,-0.8018419404240676,-0.4652453114719989,-0.5328209584578565,-0.7133581041144194,-0.4229214474431783,-0.4945925611474998,-0.3417288452390251,-0.7942875308542521,-0.19205698432871185,0.14694666666666667,0.19911666666666664,0.17684666666666668,0.1404,0.10824333333333333,0.08191,0.060383333333333324,0.04679333333333333,0.029163333333333333,0.010196666666666666,0.02926,0.25936,0.3488766666666667,0.17962,0.12751666666666667,0.05536666666666667,0.0,0.0,0.0,0.0,0.09287999999999999,0.2425533333333333,0.26561999999999997,0.22183000000000003,0.13505666666666666,0.033126666666666665,0.008803333333333333,0.00013000000000000002,0.0,0.0,0.06888666666666668,0.32199666666666665,0.3348833333333333,0.18545666666666666,0.07237666666666667,0.015453333333333331,0.0009466666666666666,0.0,0.0,0.0,0.14744666666666667,0.5044966666666667,0.29468,0.05093333333333333,0.002443333333333333,0.0,0.0,0.0,0.0,0.0
243.off,Bird,-0.979023564675184,-0.6033852142387376,-0.38331510948525455,-0.8017476935948145,-0.24420168075975676,1.6404984785099093,-0.3711272481639712,-1.5616327922351083,-1.1464180639011208,-1.5136430951459996,-0.030088406807119005,0.7611284699800575,0.25318,0.18666333333333326,0.11436333333333333,0.09596666666666667,0.07823666666666666,0.06383,0.05902999999999999,0.06176333333333334,0.059743333333333336,0.02722333333333333,0.16867000000000001,0.4505033333333333,0.05554666666666667,0.16844666666666666,0.15487666666666666,0.0019566666666666665,0.0,0.0,0.0,0.0,0.20908000000000002,0.30535,0.2243733333333333,0.17081,0.04189333333333333,0.033073333333333337,0.015330000000000002,9e-05,0.0,0.0,0.19923,0.52532,0.2450033333333333,0.030389999999999997,5.6666666666666664e-05,0.0,0.0,0.0,0.0,0.0,0.5129199999999999,0.48293,0.00415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244.off,Bird,-0.8742638210566045,-0.5965184542701488,-0.05182677413543167,-0.8012358432894267,-0.6374149576195071,1.3619512681704657,-0.5353132934360513,-1.3656597042918228,-1.1093305629904422,-1.5290196142768984,-0.4121879688306855,1.393465106897709,0.2273233333333333,0.20162,0.13158666666666666,0.09607333333333333,0.07633999999999999,0.06492666666666666,0.061526666666666674,0.06235666666666665,0.05345666666666666,0.02479,0.09291333333333332,0.3838533333333333,0.25663,0.13954333333333332,0.11830333333333333,0.008756666666666666,0.0,0.0,0.0,0.0,0.16066,0.30485666666666666,0.26679,0.16629333333333332,0.06366000000000001,0.027710000000000002,0.009943333333333334,8.666666666666667e-05,0.0,0.0,0.16559333333333334,0.46724,0.2858933333333333,0.07236333333333334,0.008823333333333334,8.666666666666667e-05,0.0,0.0,0.0,0.0,0.42133000000000004,0.5578333333333333,0.02083666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245.off,Bird,-0.5731122031188021,-0.5240730949059079,0.10211036450817153,-0.8008734480156917,-0.7233475537354881,-0.5305179925982434,-0.8802105413717217,-0.5528230596658346,-0.6052141283883894,-0.5088127235322284,-0.9118566268615032,-0.08202824117024933,0.15348666666666666,0.20078,0.17263333333333333,0.13625666666666664,0.10610333333333333,0.08017333333333332,0.059379999999999995,0.04748,0.03154,0.012166666666666666,0.04716,0.33528,0.3062566666666667,0.15689666666666666,0.11381,0.04059666666666667,0.0,0.0,0.0,0.0,0.10694000000000001,0.2681966666666667,0.27308000000000004,0.20816666666666667,0.11268,0.024630000000000003,0.0062366666666666655,7e-05,0.0,0.0,0.09174333333333333,0.3578933333333333,0.3224633333333333,0.16169666666666666,0.05611666666666667,0.009603333333333334,0.0004833333333333333,0.0,0.0,0.0,0.17909,0.5334899999999999,0.25105666666666665,0.03497666666666667,0.0013866666666666667,0.0,0.0,0.0,0.0,0.0
246.off,Bird,-0.8958672758516742,-0.5954377021772359,-0.16918766533990215,-0.8018419329517781,-0.5443712411756045,0.09733039953545787,-0.6063249065981253,-1.4231617571371944,-1.0488598946966183,-1.1108305024158014,-0.7942875308542521,-0.06391681047398047,0.21663666666666667,0.2267366666666667,0.12114333333333335,0.08492333333333334,0.07179666666666666,0.06834666666666668,0.07233333333333332,0.07017333333333334,0.05134333333333333,0.016566666666666667,0.058723333333333336,0.4743666666666666,0.16330666666666666,0.15674000000000002,0.12918666666666667,0.01767666666666667,0.0,0.0,0.0,0.0,0.17327,0.3026333333333333,0.2355133333333333,0.17086333333333334,0.07164333333333334,0.03446333333333333,0.01154,7.333333333333333e-05,0.0,0.0,0.16279333333333335,0.4624666666666667,0.29591999999999996,0.07394333333333332,0.0048766666666666654,0.0,0.0,0.0,0.0,0.0,0.2864933333333333,0.64332,0.07018666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.off,Bird,-0.7106145177489757,-0.5510405304750143,-0.06113059445347936,-0.801635428138766,-0.6310963880149301,-0.4110909417098612,-0.8157345212687657,-0.9301588703066966,-0.8101124271796344,-0.7266502120526528,-0.6179338868433751,-0.1048681850237806,0.17426666666666665,0.21000666666666667,0.1577,0.11087999999999999,0.09145666666666667,0.08232666666666667,0.07046000000000001,0.056553333333333324,0.03386,0.012490000000000001,0.02437333333333333,0.35763,0.27304666666666666,0.17450333333333334,0.11707333333333332,0.053373333333333335,0.0,0.0,0.0,0.0,0.12404000000000001,0.25976666666666665,0.2559666666666667,0.20338666666666666,0.10843333333333334,0.03538,0.012946666666666669,8e-05,0.0,0.0,0.10668666666666668,0.36243000000000003,0.3214333333333333,0.16069666666666665,0.04453333333333333,0.0042133333333333346,6.6666666666666675e-06,0.0,0.0,0.0,0.15428333333333333,0.56819,0.25866333333333336,0.018846666666666668,1.6666666666666667e-05,0.0,0.0,0.0,0.0,0.0
248.off,Bird,0.04928636757117215,-0.3381317721133252,0.2744744087096222,0.4976591361931907,-0.7907441991262599,-0.6424535056484187,-0.9248824432906092,0.7417951045927079,0.4644799630610536,0.4717541179744465,-0.7061107088488136,-0.3579357533583003,0.14626333333333333,0.17160666666666666,0.17146,0.17801333333333333,0.12592,0.07987666666666668,0.052083333333333336,0.03652,0.02666333333333333,0.011593333333333334,0.0,0.09720333333333334,0.2980966666666667,0.27253666666666665,0.14532666666666666,0.11937666666666667,0.06746,0.0,0.0,0.0,0.062266666666666665,0.15103666666666668,0.19931,0.19787666666666667,0.17765666666666666,0.15715,0.05231,0.002393333333333333,0.0,0.0,0.03686333333333333,0.19160666666666668,0.2670033333333333,0.23759,0.14965,0.07915333333333334,0.03227666666666667,0.005793333333333334,6.333333333333332e-05,0.0,0.04916666666666666,0.27166,0.4028233333333333,0.21445666666666666,0.05478666666666666,0.0068266666666666675,0.00028,0.0,0.0,0.0
249.off,Bird,-0.9699985547978192,-0.6157815394290365,-0.14106835024031686,-0.7987859150397458,-0.5696170034762793,0.4605385197210562,-0.8310692038483114,-1.3483621480310661,-1.0797527772769588,-1.3887618674692412,-0.4415802428324983,0.8142637247848477,0.19478,0.20262,0.14410666666666666,0.11356,0.092,0.07426333333333332,0.061203333333333325,0.05462666666666666,0.042789999999999995,0.02005,0.15072666666666668,0.43182,0.20079,0.11237333333333334,0.09620333333333334,0.008086666666666667,0.0,0.0,0.0,0.0,0.18732000000000001,0.3397866666666667,0.2680933333333333,0.14528333333333332,0.03469,0.018269999999999998,0.006523333333333333,3.333333333333333e-05,0.0,0.0,0.19653333333333334,0.4794866666666666,0.2620666666666667,0.06013333333333332,0.0017800000000000001,0.0,0.0,0.0,0.0,0.0,0.4380266666666667,0.52823,0.03374,3.3333333333333333e-06,0.0,0.0,0.0,0.0,0.0,0.0
250.off,Bird,-0.8619297338040595,-0.5967303986249186,0.013760789999089132,-0.8015769002921669,-0.6779319335281379,2.1275163469223863,-0.5574541889813729,-1.054913427846978,-1.1192448626088778,-1.829307815236952,-0.2652265988216215,5.750163203009343,0.21474000000000001,0.19149666666666668,0.14545333333333332,0.11026666666666668,0.08307333333333332,0.06493333333333333,0.057589999999999995,0.05684666666666666,0.05051666666666667,0.02508333333333333,0.08347666666666667,0.3892466666666667,0.23981999999999998,0.17113666666666666,0.10916,0.00716,0.0,0.0,0.0,0.0,0.15145333333333333,0.2887933333333333,0.27915666666666666,0.18772666666666665,0.06831,0.01998333333333333,0.004573333333333335,3.3333333333333333e-06,0.0,0.0,0.16788,0.44359,0.2643333333333333,0.09486,0.02577333333333333,0.003526666666666667,3.6666666666666666e-05,0.0,0.0,0.0,0.4668033333333334,0.5236833333333333,0.009513333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251.off,Bird,-0.979023564675184,-0.6033852142387376,-0.38331510948525455,-0.8017476935948145,-0.24420168075975676,1.6404984785099093,-0.3711272481639712,-1.5616327922351083,-1.1464180639011208,-1.5136430951459996,-0.030088406807119005,0.7611284699800575,0.25251,0.18811666666666665,0.11417666666666665,0.09604333333333333,0.07917333333333333,0.06383,0.05773,0.061529999999999994,0.05917000000000001,0.027719999999999998,0.16905333333333333,0.44864,0.056956666666666676,0.16871333333333333,0.15456666666666666,0.00207,0.0,0.0,0.0,0.0,0.207,0.30556666666666665,0.2254666666666667,0.17224333333333333,0.04104333333333333,0.03305,0.015526666666666666,0.00010333333333333333,0.0,0.0,0.19874,0.5243066666666667,0.2463033333333333,0.0306,5e-05,0.0,0.0,0.0,0.0,0.0,0.5127666666666667,0.4830966666666667,0.004136666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.off,Bird,-0.5752879685265183,-0.5106299496778043,-0.0472169034919302,-0.8019035596943574,-0.6404889443865387,-0.4488551984393083,-0.8527573935237204,-0.5368329221604395,-0.5481213115107906,-0.3580098472795498,-0.4415802428324983,-0.24964016985047036,0.16437666666666667,0.20618000000000003,0.16978333333333334,0.11217333333333332,0.08811000000000001,0.08642000000000001,0.08049666666666666,0.05226666666666667,0.029756666666666667,0.010436666666666669,0.02708,0.25447,0.27366,0.2270666666666667,0.1293,0.08842333333333334,0.0,0.0,0.0,0.0,0.10266666666666667,0.22299000000000002,0.22676999999999997,0.20878000000000002,0.15211,0.06762666666666667,0.01901333333333333,4.3333333333333334e-05,0.0,0.0,0.07981,0.30083666666666664,0.3108566666666667,0.20272333333333334,0.08452666666666668,0.019476666666666663,0.0017699999999999999,0.0,0.0,0.0,0.11740666666666667,0.4817466666666666,0.3348966666666667,0.06257,0.0033799999999999998,0.0,0.0,0.0,0.0,0.0
253.off,Bird,-0.6482781329324474,-0.5421229144096491,0.05420961032059906,-0.7783480959713807,-0.6998704962159403,0.07814088516710736,-0.8285969304338161,-0.4678221496688483,-0.7810007431525999,-1.1058970011569964,-0.8824643528596904,1.3568064501147137,0.18087,0.19605333333333333,0.16075666666666666,0.12546333333333334,0.09339,0.07135666666666668,0.05975,0.05511666666666667,0.04231666666666667,0.014926666666666666,0.05135333333333333,0.3003766666666667,0.2692233333333333,0.19852666666666666,0.14015333333333332,0.04036666666666667,0.0,0.0,0.0,0.0,0.11172,0.2483666666666667,0.2559933333333333,0.21522666666666668,0.12063333333333333,0.03621666666666667,0.011636666666666668,0.00020666666666666666,0.0,0.0,0.09671666666666667,0.37034,0.3068133333333333,0.15015666666666666,0.0622,0.013380000000000001,0.0003933333333333333,0.0,0.0,0.0,0.2274633333333333,0.6146699999999999,0.15148,0.0063866666666666655,0.0,0.0,0.0,0.0,0.0,0.0
254.off,Bird,-0.94672009026066,-0.6148484924141442,-0.033013539092706816,-0.8020882007493079,-0.6497322230364216,2.456274187197082,-0.492798340115853,-1.4528114169843065,-1.1652948500602545,-1.759813104729912,-0.3534034208270599,2.74807129151318,0.23767,0.19510333333333327,0.13016666666666668,0.09551333333333334,0.07322666666666666,0.061693333333333336,0.05870666666666665,0.05915,0.058789999999999995,0.02998,0.11616333333333333,0.4023333333333333,0.2412133333333333,0.13253333333333334,0.10670999999999999,0.0010466666666666669,0.0,0.0,0.0,0.0,0.17728666666666668,0.3205633333333333,0.27157,0.14914000000000002,0.05342333333333334,0.021906666666666668,0.006086666666666666,2.3333333333333332e-05,0.0,0.0,0.20329666666666665,0.4906333333333333,0.24484,0.056743333333333326,0.0044866666666666674,0.0,0.0,0.0,0.0,0.0,0.5858,0.41192,0.00228,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.off,Bird,-0.7914743026010788,-0.5538691503077594,-0.2897350295094324,-0.8020576228483264,-0.4055007630250937,-0.4027901006385469,-0.7303923358857212,-1.11845059519675,-0.90233979132431,-0.8415830233109671,-0.20644205081799585,-0.12679999268927322,0.1755,0.20969666666666667,0.15665,0.11558,0.09178,0.07722333333333334,0.06666333333333334,0.056443333333333325,0.03801,0.012453333333333334,0.04647333333333333,0.37150666666666665,0.29541999999999996,0.14450666666666667,0.12659666666666666,0.015496666666666669,0.0,0.0,0.0,0.0,0.13326666666666667,0.2711033333333333,0.27968666666666664,0.20556,0.07268666666666666,0.02872,0.008953333333333334,2.3333333333333332e-05,0.0,0.0,0.11324000000000001,0.40770666666666666,0.3047133333333333,0.14748666666666665,0.026080000000000002,0.0007733333333333332,0.0,0.0,0.0,0.0,0.22173,0.5833233333333333,0.18963666666666668,0.0053100000000000005,0.0,0.0,0.0,0.0,0.0,0.0
256.off,Bird,-0.6180370474382129,-0.5024995715379535,-0.22687636051426344,-0.8014219867217636,-0.4850189227919683,-0.3553416611726406,-0.6939525324118266,-0.6916654135492908,-0.8754819363981219,-1.2094104491011748,-0.7061107088488136,1.4025388735720494,0.16228666666666666,0.19768666666666668,0.16939,0.13733666666666666,0.10082999999999999,0.07376333333333332,0.060556666666666675,0.0492,0.034256666666666664,0.01469333333333333,0.06632333333333333,0.35679,0.28018666666666664,0.19405999999999998,0.09978666666666666,0.0028533333333333327,0.0,0.0,0.0,0.0,0.12317333333333333,0.28497666666666666,0.2900033333333333,0.2071933333333333,0.07659333333333332,0.01618,0.0018800000000000002,0.0,0.0,0.0,0.10959,0.4076533333333333,0.31013,0.13197666666666666,0.036956666666666665,0.0036899999999999997,3.3333333333333333e-06,0.0,0.0,0.0,0.25378,0.6018866666666667,0.14098666666666668,0.003346666666666666,0.0,0.0,0.0,0.0,0.0,0.0
257.off,Bird,-0.7920546265485221,-0.6280055110730373,2.554559198288128,-0.7987186706424896,-1.0333674696178172,2.75845924820784,-0.7923891888788681,-1.1979962686762575,-1.0937989522536278,-1.6136698302522023,-1.08821027087238,2.472733749544254,0.22089333333333333,0.19513333333333333,0.14189333333333334,0.10149333333333334,0.07891666666666666,0.06788333333333334,0.062453333333333326,0.057136666666666676,0.046830000000000004,0.027366666666666668,0.10022,0.3439833333333333,0.3248433333333333,0.16492333333333334,0.06455,0.00148,0.0,0.0,0.0,0.0,0.16825333333333334,0.3097633333333333,0.30043000000000003,0.14262333333333332,0.06266000000000001,0.01516333333333333,0.0011033333333333331,3.3333333333333333e-06,0.0,0.0,0.20686666666666667,0.43967333333333336,0.28862,0.06055,0.004229999999999999,5.9999999999999995e-05,0.0,0.0,0.0,0.0,0.6058066666666667,0.38599666666666665,0.008196666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
258.off,Bird,0.27164735361727904,-0.2858503526128353,0.4577751792961454,-0.5871794809669625,-0.8423862256925964,-0.5814415835654634,-0.663382683162801,0.27830093466345873,0.18263003058633584,0.4386078721520635,-0.9412489008633159,-0.502449198146555,0.13449666666666665,0.19389666666666666,0.18899999999999997,0.15049333333333334,0.11324333333333332,0.07797,0.0586,0.04660333333333333,0.027366666666666668,0.008329999999999999,0.014369999999999999,0.17215999999999998,0.33019,0.2890233333333333,0.13632,0.05793666666666665,0.0,0.0,0.0,0.0,0.07433,0.19644333333333333,0.25814000000000004,0.24946999999999997,0.15399666666666667,0.057673333333333326,0.009916666666666669,2.9999999999999997e-05,0.0,0.0,0.05432666666666667,0.24734666666666666,0.3379533333333333,0.23425,0.09584333333333334,0.02555,0.004393333333333332,0.00033666666666666665,0.0,0.0,0.10204333333333332,0.4175033333333333,0.36705666666666653,0.10672666666666666,0.0065766666666666656,9.333333333333333e-05,0.0,0.0,0.0,0.0
259.off,Bird,-0.3573639032263537,-0.4131869866203055,-0.1736403010408247,-0.7471226288643006,-0.5401705508039237,-0.3897581491014962,-0.7534794491919362,-0.05173388428132042,-0.2603127199872186,-0.1598628093906055,-0.4709725168343111,-0.1640663079257359,0.15992,0.19972,0.17034333333333335,0.13279000000000002,0.09794333333333333,0.07836,0.06621,0.05186,0.03226333333333333,0.01059,0.01718,0.22643000000000002,0.28434,0.2262933333333333,0.16374333333333332,0.08201333333333333,0.0,0.0,0.0,0.0,0.08676333333333333,0.20588333333333333,0.23631,0.2268133333333333,0.16192,0.06188,0.02025,0.00018,0.0,0.0,0.057396666666666665,0.28812666666666664,0.32472666666666666,0.19858333333333333,0.09853333333333332,0.03108333333333333,0.00155,0.0,0.0,0.0,0.13825666666666667,0.5165266666666667,0.29314,0.04851666666666666,0.00352,4e-05,0.0,0.0,0.0,0.0
260.off,Bird,0.12697684279807128,-0.2634868346889164,0.04495060497244323,-0.3136050406149936,-0.6950307888760485,-0.65419643362794,-0.8485890978082525,0.6358417198779173,0.4779408301956079,0.6053177175497161,-0.7648952568524392,-0.4821235626198471,0.14662666666666666,0.18988,0.17335333333333333,0.14966666666666667,0.11498,0.08388666666666666,0.06321,0.04437333333333333,0.026019999999999998,0.008003333333333333,0.03314333333333333,0.13475666666666666,0.24777,0.42068666666666665,0.14637333333333333,0.011013333333333332,0.006256666666666666,0.0,0.0,0.0,0.10492666666666667,0.24394000000000002,0.2388166666666667,0.21711333333333327,0.15067,0.03896,0.00534,0.0002333333333333333,0.0,0.0,0.06630333333333334,0.3146033333333333,0.3717066666666667,0.16407333333333332,0.061263333333333336,0.019346666666666668,0.002623333333333333,8e-05,0.0,0.0,0.10414333333333334,0.42638000000000004,0.3673666666666667,0.09124333333333333,0.010593333333333331,0.00027,3.3333333333333333e-06,0.0,0.0,0.0
301.off,Bust,0.0899900377214539,0.24750421595287256,-0.6557669041676432,-0.3424536721123063,1.3060668309323582,-0.4648852502613858,1.0054793748022683,-0.10261312113783297,-0.03980047069563848,0.4231408428573962,0.4107957032200731,-0.6326350387975267,0.11433666666666667,0.212,0.18571666666666667,0.14899666666666667,0.11961333333333335,0.09027666666666667,0.06295,0.03931333333333333,0.02074,0.006056666666666667,0.0,0.18002333333333334,0.2733466666666667,0.2554133333333333,0.24406666666666665,0.04715,0.0,0.0,0.0,0.0,0.053316666666666665,0.17875666666666667,0.3167733333333333,0.21524000000000001,0.12607333333333334,0.07603,0.03151333333333333,0.0022966666666666665,0.0,0.0,0.02826333333333333,0.18514666666666665,0.36846999999999996,0.3007766666666667,0.11213333333333332,0.00521,0.0,0.0,0.0,0.0,0.06418333333333333,0.3692733333333333,0.4743666666666666,0.09217666666666667,0.0,0.0,0.0,0.0,0.0,0.0
302.off,Bust,0.7058775630118886,0.7191121289572934,-0.6116812245076843,-0.4427008915486158,0.7732271322994309,-0.5470502564225674,0.7755480833187773,0.4686418975041237,0.5670054181712221,0.9658791802991864,-0.20644205081799585,-0.7132762344432894,0.11438666666666665,0.20199666666666666,0.19650666666666666,0.15574333333333334,0.11855333333333333,0.08435333333333334,0.05845,0.03943333333333333,0.02285333333333333,0.007723333333333333,0.025186666666666663,0.15148666666666666,0.29784666666666665,0.2563666666666667,0.21516666666666667,0.05394666666666666,0.0,0.0,0.0,0.0,0.053603333333333336,0.17437,0.3043533333333333,0.2421166666666667,0.14398,0.06280666666666666,0.018353333333333333,0.0004166666666666667,0.0,0.0,0.033916666666666664,0.19794333333333333,0.3456633333333333,0.28962666666666664,0.11382,0.01815,0.00088,0.0,0.0,0.0,0.0711,0.36473666666666665,0.42608,0.13439,0.0036933333333333328,0.0,0.0,0.0,0.0,0.0
303.off,Bust,0.8846691190453684,1.0266850769451283,-0.6396235744421197,0.16885150589813816,1.0798336035483396,-0.5290176616447535,1.7693230592870293,0.3072164446458164,0.33992769366031,0.7236798475461828,-0.0006961328053061961,-0.6501706000953311,0.10339333333333334,0.19508,0.1964533333333333,0.17148333333333332,0.13166666666666665,0.09057333333333334,0.056463333333333324,0.033216666666666665,0.01668,0.00499,0.0107,0.11974666666666668,0.2560533333333333,0.30969,0.25963,0.044180000000000004,0.0,0.0,0.0,0.0,0.06192,0.16605,0.3097533333333333,0.2326266666666667,0.13367,0.07312333333333333,0.02122,0.0016366666666666667,0.0,0.0,0.03335666666666666,0.19168333333333332,0.34335666666666664,0.2767,0.13306666666666667,0.02061666666666666,0.00122,0.0,0.0,0.0,0.06426666666666668,0.32189666666666666,0.43523999999999996,0.17575666666666667,0.0028399999999999996,0.0,0.0,0.0,0.0,0.0
304.off,Bust,-0.09337979381388553,-0.049268483508736916,-0.5855208732193,-0.6593264559388915,0.5539009165239583,-0.36967262526333217,0.5318097119656758,-0.2962916807168159,-0.2281024417183973,0.2161725863980624,-0.3240111468252471,-0.5892162220545707,0.14473,0.21264333333333327,0.15774000000000002,0.13226666666666667,0.11377333333333335,0.09199666666666667,0.06813666666666666,0.04515,0.02544,0.008123333333333333,0.021366666666666662,0.10407333333333334,0.29179666666666665,0.27429000000000003,0.2710266666666667,0.03744666666666667,0.0,0.0,0.0,0.0,0.06742666666666666,0.22332666666666667,0.2804966666666667,0.15282333333333334,0.14166666666666666,0.09038666666666667,0.042703333333333336,0.00117,0.0,0.0,0.03757333333333333,0.23196,0.36678333333333335,0.2882166666666667,0.07436,0.0011066666666666666,0.0,0.0,0.0,0.0,0.08546666666666666,0.44860666666666665,0.43204,0.03388666666666667,0.0,0.0,0.0,0.0,0.0,0.0
305.off,Bust,1.3056196218955882,1.3677379552986435,-0.6106328453136781,-0.20359226895998256,0.763356679790106,-0.630974768971084,0.9714788665088324,0.8341375302776031,0.9446245573337616,1.192985403155001,-0.23583432481980865,-0.7141990959179721,0.08707999999999999,0.1818533333333333,0.21796999999999997,0.19100999999999999,0.13833666666666666,0.08752666666666667,0.05123666666666666,0.028053333333333333,0.013143333333333332,0.00379,0.0,0.015083333333333334,0.29331999999999997,0.38043000000000005,0.2499833333333333,0.061183333333333326,0.0,0.0,0.0,0.0,0.03614333333333333,0.12521,0.21400333333333327,0.2909366666666667,0.21755666666666668,0.09319333333333334,0.02202666666666667,0.00093,0.0,0.0,0.0159,0.11592999999999999,0.2533133333333333,0.3291833333333333,0.22421,0.058039999999999994,0.003423333333333333,0.0,0.0,0.0,0.036796666666666665,0.2274433333333333,0.43018999999999996,0.27371,0.031806666666666664,5.333333333333333e-05,0.0,0.0,0.0,0.0
306.off,Bust,0.3932226873100944,0.6415687017574511,-0.6760604889618135,-0.5082696353206817,1.665136012959714,-0.5753503835535129,0.636261127347156,0.3900653717429901,0.5210291390749138,0.9782109275593448,0.7928952652436396,-0.739013530241759,0.10041,0.19819666666666666,0.20324333333333333,0.16342666666666664,0.12682000000000002,0.09184666666666666,0.060433333333333325,0.034956666666666664,0.01605,0.004616666666666666,0.0,0.14679333333333333,0.22307333333333332,0.2582333333333333,0.31000666666666665,0.061893333333333335,0.0,0.0,0.0,0.0,0.04410666666666667,0.14068,0.25208,0.27210666666666666,0.15332,0.09958,0.03725666666666667,0.0008699999999999999,0.0,0.0,0.01981333333333333,0.13728333333333334,0.3000633333333333,0.33139,0.17632666666666666,0.03157666666666667,0.0035033333333333327,4.3333333333333334e-05,0.0,0.0,0.046610000000000006,0.27603666666666665,0.4578033333333333,0.21107666666666666,0.008473333333333333,0.0,0.0,0.0,0.0,0.0
307.off,Bust,1.1009629589201928,1.6042488788681408,-0.6858956127201459,1.045593177387517,1.8798201597217572,-0.6455528441989473,0.9714349942341254,1.6207293247502317,2.08478448951192,1.983158352119584,0.4401879772218859,-0.8221891435606389,0.0784,0.17964666666666668,0.21693,0.19780666666666666,0.14593333333333333,0.09440666666666668,0.0507,0.023576666666666662,0.00985,0.00275,0.0,0.0,0.10998,0.37888333333333335,0.3319066666666667,0.17923,0.0,0.0,0.0,0.0,0.028246666666666663,0.09217,0.16063333333333332,0.22315,0.26868000000000003,0.15176666666666666,0.0655,0.009853333333333334,0.0,0.0,0.00963,0.07418,0.17468,0.27033,0.29546333333333336,0.15249666666666667,0.023123333333333333,9.666666666666668e-05,0.0,0.0,0.021546666666666662,0.14302333333333336,0.32222666666666666,0.3815766666666667,0.12957,0.0020566666666666667,0.0,0.0,0.0,0.0
308.off,Bust,1.3006323012116758,2.2553041779527936,-0.7161207034599941,0.5265970702850444,2.8073416657306067,-0.6597911027569173,1.4472048712179102,1.838247909446497,2.4438504144842903,2.205435610694562,1.8510171293089008,-0.8478522559376085,0.07328666666666668,0.17512333333333333,0.22100333333333333,0.20294666666666664,0.15180666666666667,0.09417,0.04987666666666666,0.021673333333333333,0.008296666666666667,0.0018166666666666667,0.0,0.0,0.05568666666666667,0.29068666666666665,0.42736,0.2262666666666667,0.0,0.0,0.0,0.0,0.025366666666666662,0.08070666666666666,0.13735666666666665,0.20059666666666667,0.25954666666666665,0.19908,0.08355666666666668,0.01379,0.0,0.0,0.00784,0.06252666666666666,0.14706,0.23604,0.289,0.20898000000000003,0.04752,0.0010333333333333334,0.0,0.0,0.01745,0.11602666666666668,0.27193666666666666,0.37979,0.20786333333333332,0.006933333333333333,0.0,0.0,0.0,0.0
